NAME,B01003_001E,B01002_001E,B25010_001E,B15003_017E,B15003_022E,B02001_002E,B02001_003E,B03003_003E,B01001_002E,B01001_026E,B01001_003E,B01001_007E,B01001_012E,B01001_020E,B25001_001E,B25002_002E,B25002_003E,B25003_002E,B25003_003E,B25077_001E,B25064_001E,B25024_002E,B25024_003E,B25024_004E,B25034_001E,B25081_002E,B25081_003E,B25004_001E,B25003_001E,B19013_001E,B19301_001E,B23025_005E,B23025_002E,B17001_002E,B17001_001E,C24010_001E,B19057_002E,B08303_001E,B08101_001E,state,place,State,Year
"Abbeville city, Louisiana",12381,31.9,2.73,2180,514,5699,5421,171,5988,6393,606,138,421,65,5291,4444,847,2472,1972,78700,622,3555,24,194,5291,1137,78,847,4444,28158,16629,831,5366,3396,12096,4535,119,4364,4473,22,00100,Louisiana,2015
"Fort Polk South CDP, Louisiana",9684,22.2,3.64,760,813,6857,1850,1645,5665,4019,865,260,579,0,2641,2169,472,17,2152,-666666666,1000,180,895,632,2641,17,0,472,2169,44556,16615,123,4697,1144,7904,1423,15,4237,4558,22,26757,Louisiana,2015
"Rosepine town, Louisiana",1979,32.4,2.78,444,172,1739,150,238,1013,966,74,7,134,38,759,680,79,295,385,110200,710,396,0,68,759,164,7,79,680,32054,17795,56,807,617,1885,700,28,717,719,22,66200,Louisiana,2015
"Violet CDP, Louisiana",6119,32.8,3.06,1516,225,2458,3557,284,2911,3208,206,48,154,35,2293,1993,300,1564,429,111800,819,1984,70,56,2293,908,33,300,1993,36024,17695,470,2835,1301,6119,2353,36,2309,2341,22,78855,Louisiana,2015
"Downsville village, Louisiana",131,42.6,2.73,45,16,131,0,2,70,61,3,2,3,1,65,48,17,35,13,116100,-666666666,63,0,1,65,15,1,17,48,65000,34903,0,74,9,131,74,0,71,71,22,21450,Louisiana,2015
"Doyline village, Louisiana",894,34.0,2.94,166,48,697,158,51,431,463,60,0,32,4,369,304,65,194,110,72700,570,216,0,3,369,90,9,65,304,30000,19587,33,362,324,890,329,29,309,322,22,21590,Louisiana,2015
"Farmerville town, Louisiana",3877,30.8,2.43,737,125,1242,2474,56,1856,2021,128,52,186,8,1604,1426,178,905,521,71300,514,799,6,117,1604,311,20,178,1426,20698,12079,99,1267,1859,3467,1168,38,1082,1123,22,25160,Louisiana,2015
"East Hodge village, Louisiana",322,37.6,2.16,90,8,0,322,0,164,158,23,0,7,2,174,149,25,62,87,91700,288,102,5,46,174,26,0,25,149,24821,14742,7,123,121,322,116,0,105,105,22,22465,Louisiana,2015
"Fort Polk North CDP, Louisiana",2391,22.7,2.54,130,289,1660,451,503,1250,1141,218,5,137,0,1181,941,240,7,934,-666666666,943,45,427,218,1181,7,7,240,941,45904,20665,121,1395,205,2391,651,0,1220,1220,22,26746,Louisiana,2015
"Hornbeck town, Louisiana",424,35.5,2.77,83,24,414,8,2,205,219,11,7,14,2,206,153,53,107,46,79400,590,129,0,0,206,50,0,53,153,33906,20700,17,226,76,424,207,0,207,208,22,36045,Louisiana,2015
"Leesville city, Louisiana",6608,32.2,2.57,1129,522,3769,2314,534,3417,3191,298,68,320,29,3053,2478,575,1061,1417,91000,732,2001,73,189,3053,621,18,575,2478,37900,19175,249,3024,1435,6359,2487,71,2649,2688,22,43010,Louisiana,2015
"Arabi CDP, Louisiana",4544,32.9,2.70,927,366,3771,547,401,2244,2300,195,14,208,67,1960,1678,282,1065,613,132500,889,1477,107,218,1960,561,16,282,1678,38284,19662,209,2029,942,4522,1820,11,1779,1789,22,02550,Louisiana,2015
"Lillie village, Louisiana",165,49.5,3.30,39,20,103,47,14,91,74,0,6,16,4,64,50,14,45,5,58500,-666666666,50,0,0,64,18,0,14,50,40000,19093,4,61,9,165,57,0,51,52,22,43920,Louisiana,2015
"Cotton Valley town, Louisiana",1055,37.0,2.52,256,62,481,564,6,578,477,88,17,18,17,580,416,164,277,139,53300,536,452,0,0,580,116,10,164,416,32616,16003,14,433,375,1055,419,24,415,415,22,17915,Louisiana,2015
"Sibley town, Louisiana",1358,37.8,2.72,239,95,936,383,63,672,686,25,37,58,33,552,500,52,369,131,99100,747,421,3,0,552,209,6,52,500,37391,20511,42,566,241,1343,524,19,521,521,22,70175,Louisiana,2015
"Labadieville CDP, Louisiana",2149,35.6,2.97,529,120,1773,376,76,1107,1042,88,83,74,40,815,723,92,617,106,110400,586,635,5,0,815,256,18,92,723,54659,24618,94,963,307,2149,869,0,842,842,22,40420,Louisiana,2015
"Bossier City city, Louisiana",66093,33.2,2.50,9965,6963,43907,17356,4974,32105,33988,2429,806,2317,385,28450,25540,2910,13906,11634,150200,875,18538,1283,865,28450,9193,892,2910,25540,47342,25953,1734,33712,10703,64069,29153,320,30838,31561,22,08920,Louisiana,2015
"Haughton town, Louisiana",3439,34.8,2.38,628,282,2582,824,33,1605,1834,79,22,361,71,1604,1441,163,1207,234,117600,539,768,0,0,1604,688,19,163,1441,48064,29319,57,1665,367,3439,1471,13,1584,1584,22,33420,Louisiana,2015
"Dry Prong village, Louisiana",520,32.9,3.04,70,33,497,2,20,235,285,20,0,27,1,223,171,52,139,32,112500,613,174,0,0,223,77,4,52,171,42188,22227,5,209,136,520,200,0,195,198,22,21765,Louisiana,2015
"Richmond village, Louisiana",544,51.4,2.63,134,38,451,92,8,278,266,17,2,13,7,174,158,16,106,52,141700,550,128,0,6,174,44,6,16,158,46071,20557,12,199,57,425,187,3,184,187,22,64590,Louisiana,2015
"Tallulah city, Louisiana",7187,34.2,2.46,1556,361,1454,5536,79,3223,3964,281,85,302,93,3131,2712,419,1300,1412,58000,499,2448,5,47,3131,437,13,419,2712,23317,14448,566,3137,2642,6614,2571,196,2512,2529,22,74690,Louisiana,2015
"Hahnville CDP, Louisiana",3540,38.3,2.85,605,220,2053,1444,319,1841,1699,131,214,99,32,1388,1241,147,958,283,198400,,959,0,188,1388,563,35,147,1241,56250,25686,89,1723,553,3540,1634,0,1586,1634,22,32510,Louisiana,2015
"Sulphur city, Louisiana",20199,35.3,2.62,4101,1877,18993,852,899,9620,10579,891,289,687,179,8400,7699,701,5337,2362,119800,740,6048,53,208,8400,2663,299,701,7699,46775,22724,768,8913,3615,20113,8133,83,7935,8072,22,73640,Louisiana,2015
"Vinton town, Louisiana",3379,36.8,2.25,823,120,2658,721,309,1701,1678,123,10,217,80,1754,1484,270,825,659,76800,588,1203,39,67,1754,313,0,270,1484,27000,19150,86,1440,969,3379,1354,26,1306,1343,22,78820,Louisiana,2015
"Albany village, Louisiana",1481,29.8,2.83,343,127,1426,48,41,737,744,77,17,34,2,564,523,41,315,208,147400,548,357,3,19,564,226,24,41,523,40990,20839,35,699,169,1465,664,2,634,658,22,00835,Louisiana,2015
"Norco CDP, Louisiana",2994,38.8,2.63,774,104,2794,185,11,1573,1421,109,20,112,37,1261,1137,124,950,187,154500,861,1133,0,62,1261,546,45,124,1137,66534,28222,49,1559,238,2994,1510,26,1479,1492,22,55525,Louisiana,2015
"Clayton town, Louisiana",571,34.5,2.14,112,23,111,460,0,265,306,12,23,16,8,329,267,62,151,116,31100,414,218,0,31,329,49,0,62,267,16250,13100,57,258,241,571,201,19,190,193,22,15850,Louisiana,2015
"New Llano town, Louisiana",2443,32.3,2.55,401,175,1163,917,323,1199,1244,120,6,74,12,1098,957,141,426,531,98000,676,758,0,18,1098,282,17,141,957,42898,21536,71,1122,357,2437,971,27,1015,1033,22,54175,Louisiana,2015
"Youngsville city, Louisiana",10109,34.0,2.96,1362,2013,9016,693,132,5053,5056,591,91,720,0,3492,3420,72,2919,501,220900,1176,3064,24,0,3492,2148,156,72,3420,97043,40374,269,5214,299,10109,4945,0,4887,4945,22,83335,Louisiana,2015
"Creola village, Louisiana",278,25.5,3.97,47,3,269,8,1,145,133,11,2,16,0,76,70,6,0,70,-666666666,1014,5,0,0,76,0,0,6,70,53214,16088,10,128,99,278,118,3,114,114,22,18295,Louisiana,2015
"Killian town, Louisiana",1030,44.5,2.35,253,83,868,139,30,539,491,32,14,8,11,687,438,249,350,88,179600,975,562,14,0,687,178,14,249,438,51000,27324,41,431,115,1030,382,4,374,378,22,39685,Louisiana,2015
"Baldwin town, Louisiana",2236,39.5,2.52,567,106,779,1369,19,1029,1207,74,48,39,36,1012,885,127,683,202,55200,686,608,16,28,1012,192,0,127,885,31219,19421,231,1033,740,2236,802,7,772,796,22,04020,Louisiana,2015
"Mandeville city, Louisiana",12187,44.3,2.51,1542,2630,10401,806,636,6090,6097,346,281,170,205,5021,4750,271,2903,1847,246500,1056,3286,346,192,5021,1919,456,271,4750,71689,42616,394,6401,718,11938,5987,49,5739,5943,22,48225,Louisiana,2015
"Lucky village, Louisiana",281,46.4,2.44,92,14,134,146,0,128,153,4,4,2,3,143,115,28,76,39,50000,,94,0,0,143,16,0,28,115,25625,15331,18,109,69,281,91,0,84,84,22,46370,Louisiana,2015
"Bunkie city, Louisiana",4099,35.7,2.48,688,297,1601,2492,47,1761,2338,205,21,99,55,1919,1620,299,1017,603,81500,653,1568,0,192,1919,432,0,299,1620,22742,13475,156,1565,1180,4014,1409,26,1342,1363,22,10950,Louisiana,2015
"Moreauville village, Louisiana",927,39.2,2.30,267,33,655,243,0,403,524,15,7,7,16,425,400,25,297,103,88000,342,331,0,18,425,141,4,25,400,28500,18646,29,425,148,927,396,4,374,388,22,51970,Louisiana,2015
"Swartz CDP, Louisiana",4936,39.7,2.67,1066,369,3645,1057,150,2182,2754,138,38,210,55,1950,1844,106,1431,413,125200,765,1343,0,44,1950,860,36,106,1844,39489,20625,99,2214,1088,4936,2115,6,2042,2101,22,74340,Louisiana,2015
"Cecilia CDP, Louisiana",1183,42.3,2.63,226,86,731,452,0,646,537,65,81,32,11,560,449,111,389,60,87900,-666666666,456,37,11,560,208,20,111,449,61454,24002,71,697,275,1183,626,0,626,626,22,13575,Louisiana,2015
"Maurice village, Louisiana",1498,45.3,2.47,296,196,1282,182,177,752,746,40,39,74,5,598,573,25,345,228,129000,729,372,3,15,598,155,11,25,573,63295,27365,85,770,207,1413,685,55,663,670,22,49240,Louisiana,2015
"Clarks village, Louisiana",995,32.8,2.89,132,4,588,400,31,716,279,0,24,105,7,272,225,47,175,50,42800,521,175,0,0,272,91,0,47,225,23008,10285,69,252,236,650,183,0,183,183,22,15780,Louisiana,2015
"Columbia town, Louisiana",432,38.9,2.12,111,13,277,121,14,262,170,10,12,34,1,239,180,59,143,37,71900,533,196,4,5,239,70,5,59,180,34868,22228,40,209,91,382,169,0,158,158,22,16830,Louisiana,2015
"Supreme CDP, Louisiana",1036,25.0,3.73,159,34,208,813,0,597,439,83,29,24,0,345,278,67,196,82,,394,151,0,0,345,54,0,67,278,31250,15164,39,415,413,1036,376,0,376,376,22,74235,Louisiana,2015
"Eastwood CDP, Louisiana",4986,32.6,2.92,669,437,4357,282,368,2374,2612,177,50,146,18,1818,1707,111,1356,351,169200,809,1329,0,0,1818,802,143,111,1707,80179,31938,148,2501,599,4986,2337,10,2302,2342,22,22610,Louisiana,2015
"Winnsboro city, Louisiana",4811,34.7,2.58,926,110,1576,3041,0,2038,2773,238,41,77,108,2230,1804,426,892,912,76700,521,1709,17,47,2230,334,0,426,1804,19409,11151,344,1605,2473,4726,1261,27,1209,1209,22,82495,Louisiana,2015
"Glenmora town, Louisiana",1272,28.9,2.77,222,53,620,615,70,602,670,38,17,31,25,563,459,104,241,218,71000,561,374,8,44,563,81,9,104,459,26146,13942,98,503,453,1272,405,9,395,400,22,29220,Louisiana,2015
"Patterson city, Louisiana",6106,36.2,2.58,1416,349,3176,2475,265,2981,3125,210,61,173,105,2657,2315,342,1498,817,106000,743,1799,0,145,2657,557,22,342,2315,44764,21131,217,2776,1263,5942,2547,26,2511,2522,22,59340,Louisiana,2015
"Lacombe CDP, Louisiana",8038,47.2,2.43,1467,744,5628,2094,270,3984,4054,200,137,218,131,3857,3273,584,2783,490,149200,792,2858,20,45,3857,1563,193,584,3273,43248,23734,442,3918,1529,7919,3476,15,3304,3378,22,40665,Louisiana,2015
"Port Allen city, Louisiana",5137,45.2,2.19,1327,583,1972,3127,73,2335,2802,165,146,196,13,2525,2299,226,1461,838,120400,773,2140,0,40,2525,741,98,226,2299,37269,23904,181,2465,1300,5060,2270,15,2216,2243,22,61790,Louisiana,2015
"Edgefield village, Louisiana",191,40.4,2.65,37,13,175,6,27,86,105,0,2,0,3,95,72,23,72,0,86000,-666666666,94,1,0,95,47,2,23,72,54688,23665,1,87,7,191,86,2,83,83,22,22850,Louisiana,2015
"Folsom village, Louisiana",697,37.4,2.58,172,64,515,155,40,352,345,33,7,16,3,337,270,67,190,80,162500,,240,0,14,337,91,5,67,270,43750,19800,23,325,158,684,302,0,267,298,22,26140,Louisiana,2015
"Sun village, Louisiana",323,44.6,2.41,59,10,273,39,0,149,174,8,0,13,0,182,134,48,117,17,110800,558,105,0,0,182,57,7,48,134,36591,24990,40,162,58,323,122,1,104,117,22,73955,Louisiana,2015
"Lake Providence town, Louisiana",3830,32.2,2.26,776,218,768,3020,10,1781,2049,94,29,126,6,1951,1689,262,679,1010,44300,466,1391,0,161,1951,210,19,262,1689,19857,11802,219,1419,2034,3810,1200,217,1135,1200,22,41400,Louisiana,2015
"St. Joseph town, Louisiana",978,37.1,2.26,261,8,264,714,41,440,538,46,0,4,26,534,424,110,218,206,45900,426,476,0,0,534,81,0,110,424,16923,11303,28,327,378,959,299,18,296,296,22,67495,Louisiana,2015
"Fenton village, Louisiana",434,36.5,2.40,106,48,113,289,0,248,186,37,0,57,4,207,181,26,135,46,68100,467,188,1,0,207,25,0,26,181,28819,15138,14,114,128,434,100,0,98,100,22,25335,Louisiana,2015
"Hessmer village, Louisiana",838,44.8,2.30,245,34,680,138,35,418,420,9,9,19,3,404,365,39,233,132,119300,662,338,3,6,404,149,6,39,365,29464,23742,44,405,175,832,361,7,348,354,22,34015,Louisiana,2015
"Iota town, Louisiana",1707,33.4,2.53,417,68,1504,97,0,733,974,41,40,58,13,784,676,108,419,257,86600,516,440,4,30,784,170,0,108,676,36500,22293,78,814,210,1676,736,11,724,728,22,37410,Louisiana,2015
"Prien CDP, Louisiana",8114,37.4,2.80,1126,1257,6836,676,100,3798,4316,214,76,255,215,2991,2902,89,2573,329,180400,806,2290,10,13,2991,1403,285,89,2902,80122,35741,294,4136,646,8095,3842,35,3614,3718,22,62647,Louisiana,2015
"Killona CDP, Louisiana",747,22.0,3.36,159,0,44,703,0,241,506,0,0,50,0,290,222,68,200,22,,-666666666,128,0,19,290,52,0,68,222,,5354,101,181,466,747,80,0,35,35,22,39720,Louisiana,2015
"Junction City village, Louisiana",409,50.5,1.89,188,7,201,207,0,220,189,8,0,7,1,263,216,47,108,108,97500,520,142,0,0,263,30,0,47,216,20682,15413,0,130,147,409,130,0,130,130,22,38985,Louisiana,2015
"Erath town, Louisiana",2144,41.7,2.35,539,162,1904,76,75,877,1267,38,24,14,17,935,913,22,597,316,83900,563,713,15,52,935,254,17,22,913,36393,22085,58,1015,367,2140,957,23,915,925,22,24180,Louisiana,2015
"Kenner city, Louisiana",66993,38.1,2.64,13181,7691,44528,15809,15386,33000,33993,1995,833,2822,750,29138,25243,3895,14804,10439,170800,930,16068,1154,1536,29138,8678,1218,3895,25243,47527,26484,2589,35053,10281,66512,32440,474,31023,31792,22,39475,Louisiana,2015
"Natchez village, Louisiana",486,31.3,2.63,113,9,4,479,0,261,225,4,2,17,8,284,185,99,119,66,47500,407,83,5,2,284,28,0,99,185,25250,13386,14,206,212,486,192,20,190,190,22,53510,Louisiana,2015
"Addis town, Louisiana",4194,32.0,2.77,673,465,2670,1394,122,2033,2161,305,21,221,14,1629,1513,116,1108,405,164100,869,917,0,30,1629,722,9,116,1513,60063,25186,111,2135,715,4194,2008,0,1921,1921,22,00415,Louisiana,2015
"Mathews CDP, Louisiana",2387,35.2,2.99,724,188,2387,0,19,1191,1196,109,31,43,0,972,797,175,718,79,164300,721,861,0,0,972,450,54,175,797,66417,42662,40,1291,74,2387,1251,0,1200,1236,22,49170,Louisiana,2015
"Powhatan village, Louisiana",126,55.5,2.52,24,2,9,117,0,70,56,0,0,0,0,100,50,50,17,33,36900,453,50,2,9,100,3,0,50,50,21667,13004,5,39,48,126,34,8,34,34,22,62245,Louisiana,2015
"Deville CDP, Louisiana",1577,31.9,2.41,340,125,1577,0,0,907,670,81,27,142,23,654,654,0,495,159,68100,-666666666,351,0,0,654,288,13,0,654,41161,21653,25,707,192,1577,682,0,682,682,22,20890,Louisiana,2015
"Brusly town, Louisiana",2653,40.9,2.61,612,240,2197,410,50,1199,1454,53,24,85,26,1034,1018,16,844,174,198800,782,901,8,6,1034,455,9,16,1018,80403,33543,28,1326,370,2644,1294,4,1281,1289,22,10600,Louisiana,2015
"Breaux Bridge city, Louisiana",8286,34.6,2.82,1686,544,4424,3754,18,3969,4317,307,129,173,26,3247,2889,358,1889,1000,145800,771,2461,13,120,3247,953,196,358,2889,36288,20619,415,3482,1916,8097,3067,94,2964,3011,22,09340,Louisiana,2015
"Paincourtville CDP, Louisiana",1017,36.6,3.13,188,40,648,365,0,425,592,77,25,8,0,398,324,74,273,51,152900,-666666666,391,7,0,398,157,40,74,324,65179,23531,8,444,19,1017,436,0,418,418,22,58745,Louisiana,2015
"Bayou Vista CDP, Louisiana",5103,39.4,2.46,1058,167,4326,360,466,2592,2511,122,58,168,19,2098,2038,60,1283,755,102400,774,1266,4,45,2098,530,108,60,2038,39907,21748,220,2386,1216,5073,2145,0,2036,2119,22,05525,Louisiana,2015
"Madisonville town, Louisiana",756,41.9,2.39,117,168,710,21,15,388,368,22,2,14,5,393,316,77,218,98,270500,1012,359,0,23,393,138,18,77,316,82500,44802,25,428,71,756,403,2,361,380,22,47560,Louisiana,2015
"Forest village, Louisiana",301,42.3,2.62,70,21,234,0,68,153,148,20,3,3,1,135,115,20,88,27,83800,775,89,3,0,135,34,0,20,115,43750,23078,9,136,85,301,127,0,119,122,22,26350,Louisiana,2015
"Edgard CDP, Louisiana",2531,42.6,2.70,511,188,55,2476,0,1180,1351,116,21,28,46,997,936,61,718,218,152500,601,722,0,102,997,243,0,61,936,47841,23798,155,1018,651,2531,863,8,859,859,22,22815,Louisiana,2015
"Chatham town, Louisiana",671,41.1,2.31,120,44,281,352,6,325,346,32,3,17,9,381,290,91,182,108,60000,288,308,0,0,381,46,0,91,290,24886,15172,19,249,192,671,230,9,213,219,22,14485,Louisiana,2015
"Rosedale village, Louisiana",982,39.8,2.43,253,60,588,387,49,511,471,25,9,35,9,439,404,35,321,83,86900,620,332,0,0,439,151,6,35,404,34000,25647,11,538,106,982,527,0,509,518,22,66060,Louisiana,2015
"Anacoco village, Louisiana",1046,37.8,2.56,220,91,932,37,31,567,479,45,12,38,15,442,409,33,305,104,130900,755,327,2,0,442,133,5,33,409,61875,26368,37,520,141,1046,452,5,474,474,22,01920,Louisiana,2015
"Mamou town, Louisiana",3209,25.3,2.78,485,39,2299,855,33,1504,1705,244,110,63,12,1369,1125,244,499,626,64300,463,892,26,139,1369,102,0,244,1125,19297,10857,246,974,1290,3136,728,166,706,718,22,48085,Louisiana,2015
"Crowley city, Louisiana",13193,36.1,2.67,2230,673,8225,4246,677,6279,6914,469,173,378,78,5819,4836,983,2593,2243,83600,536,4793,67,206,5819,1038,86,983,4836,25607,16870,974,5413,4416,12654,4439,147,4241,4344,22,18650,Louisiana,2015
"Florien village, Louisiana",420,35.5,2.55,65,40,320,79,12,163,257,28,0,8,8,239,165,74,112,53,90000,550,150,3,6,239,40,2,74,165,33125,23041,9,157,125,420,148,4,128,145,22,25860,Louisiana,2015
"Elmwood CDP, Louisiana",4552,36.7,1.67,528,930,3117,842,525,2378,2174,75,8,289,36,3118,2720,398,536,2184,166100,1069,399,113,12,3118,389,91,398,2720,56932,42253,59,3285,345,4497,3170,0,3026,3147,22,23567,Louisiana,2015
"Sunset town, Louisiana",2919,32.7,2.51,632,264,1478,1297,0,1354,1565,171,54,26,39,1344,1163,181,731,432,125300,419,921,17,95,1344,348,15,181,1163,36830,21128,75,1263,717,2919,1188,19,1159,1166,22,74060,Louisiana,2015
"Brownfields CDP, Louisiana",5456,33.7,2.70,1058,555,1320,4066,78,2579,2877,285,62,186,32,2146,2007,139,1568,439,132700,825,1831,0,0,2146,1118,79,139,2007,45560,22255,223,2645,1276,5435,2422,22,2381,2420,22,10145,Louisiana,2015
"Eden Isle CDP, Louisiana",7183,48.7,2.31,1627,996,6571,309,270,3782,3401,9,0,128,170,3510,3114,396,2511,603,290500,1187,2556,254,49,3510,1553,265,396,3114,72000,43355,152,3620,429,7165,3425,8,3283,3402,22,22722,Louisiana,2015
"Fordoche town, Louisiana",917,48.3,2.53,300,48,788,92,18,431,486,13,2,26,11,389,362,27,353,9,93500,-666666666,265,0,0,389,132,4,27,362,51875,26818,42,380,76,917,338,0,329,335,22,26280,Louisiana,2015
"Livonia town, Louisiana",1619,38.2,2.76,429,108,1429,81,3,820,799,69,20,80,2,680,586,94,483,103,141300,612,441,0,30,680,265,34,94,586,67692,25864,36,805,288,1619,769,13,736,767,22,44690,Louisiana,2015
"Jamestown village, Louisiana",218,38.6,2.51,52,19,218,0,0,99,119,0,0,14,2,100,87,13,52,35,75000,532,77,0,0,100,26,2,13,87,31250,18939,25,97,79,218,72,2,70,70,22,37935,Louisiana,2015
"Pine Prairie village, Louisiana",1319,35.2,2.60,276,30,944,300,76,825,494,13,25,52,0,348,311,37,204,107,78800,588,247,0,3,348,99,14,37,311,30893,14289,41,351,220,809,310,20,310,310,22,60495,Louisiana,2015
"Monroe city, Louisiana",49529,31.6,2.55,7197,5031,16269,31911,742,22100,27429,2086,1045,1043,363,20746,18120,2626,8107,10013,123500,619,14107,553,1548,20746,4325,479,2626,18120,28268,20859,2805,21564,16391,46328,18744,371,18028,18434,22,51410,Louisiana,2015
"Sterlington town, Louisiana",1873,34.0,2.69,422,209,1364,432,74,778,1095,27,22,84,10,816,697,119,404,293,89800,817,511,8,32,816,242,12,119,697,45221,20639,19,863,420,1870,841,0,837,841,22,73255,Louisiana,2015
"Des Allemands CDP, Louisiana",2054,46.8,2.44,708,31,1801,112,8,1027,1027,60,8,118,19,1000,843,157,685,158,110100,908,778,0,0,1000,263,44,157,843,47388,30134,78,1137,252,2054,1059,6,960,1024,22,20680,Louisiana,2015
"New Sarpy CDP, Louisiana",1453,34.7,2.61,373,38,850,582,17,750,703,53,19,72,24,637,556,81,415,141,111500,848,490,17,21,637,148,4,81,556,34000,17654,106,783,318,1453,677,0,673,673,22,55140,Louisiana,2015
"Independence town, Louisiana",1613,34.6,2.59,361,81,826,708,110,759,854,57,33,35,16,713,623,90,361,262,89700,633,541,2,61,713,162,9,90,623,31681,18287,113,621,638,1613,508,8,497,505,22,37025,Louisiana,2015
"Tickfaw village, Louisiana",646,31.5,2.98,112,28,554,62,22,311,335,37,8,32,1,229,217,12,130,87,105600,584,145,0,12,229,88,9,12,217,40625,16942,45,267,73,646,222,0,206,213,22,75670,Louisiana,2015
"Vidalia town, Louisiana",4195,37.5,2.45,888,222,2873,1290,122,1909,2286,158,25,105,29,1888,1710,178,998,712,93600,571,1530,8,0,1888,388,10,178,1710,34533,19739,290,1987,990,4195,1697,0,1660,1687,22,78470,Louisiana,2015
"Athens village, Louisiana",298,38.0,2.29,73,23,216,75,1,147,151,21,2,20,0,181,130,51,104,26,84000,460,126,1,0,181,38,2,51,130,43333,22575,9,125,42,298,116,7,110,114,22,03320,Louisiana,2015
"Urania town, Louisiana",1130,37.9,2.40,298,27,667,425,48,890,240,17,16,94,6,291,202,89,167,35,52000,-666666666,223,0,0,291,70,0,89,202,36667,9536,18,163,59,484,145,0,129,133,22,77490,Louisiana,2015
"Belle Rose CDP, Louisiana",1722,38.7,2.69,540,29,801,913,19,815,907,11,32,23,75,698,640,58,448,192,81300,834,498,8,0,698,266,12,58,640,31750,16718,89,639,184,1679,550,21,540,550,22,06260,Louisiana,2015
"Pierre Part CDP, Louisiana",2555,43.9,2.34,589,142,2452,0,0,1063,1492,0,24,139,0,1198,1092,106,986,106,121900,668,723,0,0,1198,523,64,106,1092,79583,33893,6,1448,179,2555,1442,22,1408,1442,22,60075,Louisiana,2015
"Harrisonburg village, Louisiana",380,33.6,2.34,106,29,252,128,2,227,153,19,3,14,2,185,142,43,72,70,66000,459,98,2,0,185,23,0,43,142,27000,15228,28,134,66,321,106,9,106,106,22,33210,Louisiana,2015
"Montgomery town, Louisiana",631,45.2,2.21,194,35,500,87,0,325,306,27,10,29,7,430,285,145,177,108,63100,650,254,2,2,430,64,3,145,285,37750,23340,21,242,127,631,221,7,221,221,22,51620,Louisiana,2015
"Coushatta town, Louisiana",2539,30.3,2.98,485,86,513,1971,43,1135,1404,111,57,71,41,959,818,141,375,443,59900,517,586,12,148,959,195,12,141,818,25707,12603,105,917,819,2402,812,15,797,806,22,18055,Louisiana,2015
"Delhi town, Louisiana",2954,40.7,2.69,850,219,885,2004,31,1320,1634,142,54,94,55,1275,1080,195,599,481,88700,542,936,8,53,1275,298,4,195,1080,36071,19138,165,1572,595,2922,1407,92,1306,1369,22,20190,Louisiana,2015
